;Anio;Trimestre;Mbps (Media de bajada);id_provincia
451;2018;2;5,1892899508557875;20
452;2018;2;11,74888462281756;21
453;2018;2;5,9110016469983835;22
454;2018;2;5,942745057375916;23
455;2018;2;13,506545729627103;24
456;2018;1;14,198889644680946;1
457;2018;1;17,74557730418008;2
458;2018;1;8,198860528714677;3
459;2018;1;12,444064678644967;4
460;2018;1;5,418637938827784;5
461;2018;1;12,790571217400485;7
462;2018;1;11,118502865253635;6
463;2018;1;9,875239366998759;8
464;2018;1;11,056815367469506;9
465;2018;1;6,741185879384532;10
466;2018;1;3,995131352064104;11
467;2018;1;5,890820604111634;12
468;2018;1;5,881626969169374;13
469;2018;1;12,082189465143012;14
470;2018;1;11,96045995607415;15
471;2018;1;8,976243194361576;16
472;2018;1;9,1894409821995;17
473;2018;1;5,850581035549749;18
474;2018;1;5,89436270457927;19
475;2018;1;5,1892899508557875;20
476;2018;1;11,173305005746002;21
477;2018;1;6,248210722163038;22
478;2018;1;5,768082036032884;23
479;2018;1;9,355631684806106;24
480;2017;4;12,9720825438982;1
481;2017;4;15,20221886916041;2
482;2017;4;7,78415435139573;3
483;2017;4;11,702868121959403;4
484;2017;4;5,408238076890145;5
485;2017;4;11,63658470115664;7
486;2017;4;10,384400430891967;6
487;2017;4;9,295960619999066;8
488;2017;4;10,114170463766307;9
489;2017;4;6,638821273566491;10
490;2017;4;3,9758194449815036;11
491;2017;4;5,877588849506658;12
492;2017;4;5,71002586675844;13
493;2017;4;11,324123723249613;14
494;2017;4;10,719151524540269;15
495;2017;4;8,045522324672751;16
496;2017;4;8,451742767775633;17
497;2017;4;5,832260073010133;18
498;2017;4;5,732208801354054;19
499;2017;4;5,206584828874508;20
500;2017;4;10,297494601847182;21
501;2017;4;6,165600214985038;22
502;2017;4;5,203225704536838;23
503;2017;4;9,106021307187058;24
504;2017;3;8,425706211853651;1
505;2017;3;10,635720274073307;2
506;2017;3;5,260018066713561;3
507;2017;3;8,484871287555498;4
508;2017;3;3,4783469156690874;5
509;2017;3;9,115572873049981;7
510;2017;3;7,447416428085263;6
511;2017;3;6,993400639349653;8
512;2017;3;7,06882153411281;9
513;2017;3;4,689006725369201;10
514;2017;3;3,4381011143320657;11
515;2017;3;5,010090208766659;12
516;2017;3;3,512962661663036;13
517;2017;3;8,430383025286991;14
518;2017;3;8,16517738570226;15
519;2017;3;5,487278804673885;16
520;2017;3;6,133146206896552;17
521;2017;3;3,4497842064911834;18
522;2017;3;3,50338739319684;19
523;2017;3;3,610470505758638;20
524;2017;3;7,792215148399743;21
525;2017;3;5,178558078335373;22
526;2017;3;3,475358271865121;23
527;2017;3;6,3851768015553985;24
528;2017;2;7,198747751887984;1
529;2017;2;8,843219830788254;2
530;2017;2;5,102182825899711;3
531;2017;2;7,689213433544128;4
532;2017;2;3,44726909222351;5
533;2017;2;7,421321799076774;7
534;2017;2;6,7915804826070545;6
535;2017;2;6,287810106292773;8
536;2017;2;6,1786533146404965;9
537;2017;2;4,541861878194008;10
538;2017;2;3,3182593614961053;11
539;2017;2;5,53385510805501;12
540;2017;2;3,507255863215121;13
541;2017;2;7,604338490520663;14
542;2017;2;6,700610698446883;15
543;2017;2;4,741350857381452;16
544;2017;2;5,756213134839845;17
545;2017;2;3,4920338095238095;18
546;2017;2;3,502824149975052;19
547;2017;2;3,60311348968991;20
548;2017;2;6,838749250446204;21
549;2017;2;5,05794740805446;22
550;2017;2;3,476761467376085;23
551;2017;2;6,093280445624717;24
552;2017;1;6,678482577091709;1
553;2017;1;8,348147316695423;2
554;2017;1;4,973784837545127;3
555;2017;1;7,307905398272823;4
556;2017;1;3,4433862008733622;5
557;2017;1;6,799477637369997;7
558;2017;1;6,43297127701597;6
559;2017;1;5,9514745757075245;8
560;2017;1;5,742388931901572;9
561;2017;1;4,393861259634748;10
562;2017;1;3,2208135842183347;11
563;2017;1;5,427180473372781;12
564;2017;1;3,5072942051440963;13
565;2017;1;7,341041988916319;14
566;2017;1;6,0348361444213925;15
567;2017;1;4,449448877971685;16
568;2017;1;5,335371217821875;17
569;2017;1;3,492435161246428;18
570;2017;1;3,502824149975052;19
571;2017;1;3,591930075636318;20
572;2017;1;6,284036486892411;21
573;2017;1;4,948965833284994;22
574;2017;1;3,476761467376085;23
575;2017;1;5,8755073256955805;24
576;2016;4;6,3515464502603125;1
577;2016;4;7,957596242752894;2
578;2016;4;4,885711305119858;3
579;2016;4;7,077531005919823;4
580;2016;4;3,4071912914448172;5
581;2016;4;6,4667403639056085;7
582;2016;4;6,236245604077509;6
583;2016;4;5,807350829127614;8
584;2016;4;5,630674164916322;9
585;2016;4;4,323962745742035;10
586;2016;4;3,1895597297497957;11
587;2016;4;5,3437624272142195;12
588;2016;4;3,5066034697453756;13
589;2016;4;7,1094758091013635;14
590;2016;4;5,678446306542373;15
591;2016;4;4,369930463165329;16
592;2016;4;5,220883577846971;17
593;2016;4;3,491135554044867;18
594;2016;4;3,502824149975052;19
595;2016;4;3,5639164089588604;20
596;2016;4;6,0402333289406664;21
597;2016;4;4,866794431448622;22
598;2016;4;3,476761467376085;23
599;2016;4;5,7277669342021085;24
600;2016;3;5,914918008163684;1
601;2016;3;7,380172699207805;2
602;2016;3;4,725241179958494;3
603;2016;3;6,718220363245951;4
604;2016;3;3,3438663279846357;5
605;2016;3;6,068526923518407;7
606;2016;3;5,958192561066714;6
607;2016;3;5,586427488329489;8
608;2016;3;5,4161310069990956;9
609;2016;3;4,215291130909006;10
610;2016;3;3,1449984261882276;11
611;2016;3;5,076731739002066;12
612;2016;3;3,50729080145311;13
613;2016;3;6,741222269842242;14
614;2016;3;5,292166864731292;15
615;2016;3;4,162924282482748;16
616;2016;3;5,052874436550483;17
617;2016;3;3,4890674462877342;18
618;2016;3;3,5030237740401673;19
619;2016;3;3,53583356483625;20
620;2016;3;5,6772637615647845;21
621;2016;3;4,670123087013555;22
622;2016;3;3,4765453774624797;23
623;2016;3;5,544683260191403;24
624;2016;2;5,415144367004824;1
625;2016;2;6,576218932459292;2
626;2016;2;4,3648359645166135;3
627;2016;2;6,297357510958081;4
628;2016;2;3,335973498985547;5
629;2016;2;5,516912823002807;7
630;2016;2;5,601822569524247;6
631;2016;2;5,1311427833012475;8
632;2016;2;5,104132195866278;9
633;2016;2;3,843353043958065;10
634;2016;2;3,146067806525381;11
635;2016;2;4,773843067001075;12
636;2016;2;3,500168567871608;13
637;2016;2;6,233660566754793;14
638;2016;2;4,86640695565863;15
639;2016;2;3,976616411905147;16
640;2016;2;4,749378935322928;17
641;2016;2;3,4883718294284334;18
642;2016;2;3,501983369175627;19
643;2016;2;3,5021150276004565;20
644;2016;2;5,1385985309185065;21
645;2016;2;4,309815179590645;22
646;2016;2;3,478692463211772;23
647;2016;2;5,200979761760874;24
648;2016;1;4,9921684374839135;1
649;2016;1;6,047403702811701;2
650;2016;1;4,203588449295134;3
651;2016;1;5,991472683208309;4
652;2016;1;3,3796639330714164;5
653;2016;1;5,156801617049669;7
654;2016;1;5,37127911707625;6
655;2016;1;5,084574905605243;8
656;2016;1;4,872333380420963;9
657;2016;1;3,7712213425983374;10
658;2016;1;3,0476420362792593;11
659;2016;1;4,616973938050446;12
660;2016;1;3,5028689229788785;13
661;2016;1;6,000968717380309;14
662;2016;1;4,420493149015266;15
663;2016;1;3,826659196828916;16
664;2016;1;4,741858784571524;17
665;2016;1;3,485523490760477;18
666;2016;1;3,5029004392386534;19
667;2016;1;3,48315808971074;20
668;2016;1;4,898136028952046;21
669;2016;1;4,174011564306923;22
670;2016;1;3,475082632716791;23
671;2016;1;5,004036640679885;24
672;2015;4;4,884148905856541;1
673;2015;4;5,927803522979041;2
674;2015;4;4,124268369158702;3
675;2015;4;5,828384180790961;4
676;2015;4;3,283865031613298;5
677;2015;4;5,0670814932684065;7
678;2015;4;5,259482120492081;6
679;2015;4;5,007855905299356;8
680;2015;4;4,660308568580684;9
681;2015;4;3,7246804758922987;10
682;2015;4;2,936747707229629;11
683;2015;4;4,521671863926294;12
684;2015;4;3,5017779300891023;13
685;2015;4;5,9022914436487;14
686;2015;4;4,355592861552936;15
687;2015;4;3,768932299598505;16
688;2015;4;4,673467038141578;17
689;2015;4;3,481604116955732;18
690;2015;4;3,502937425860024;19
691;2015;4;3,4809679619106126;20
692;2015;4;4,809873774553555;21
693;2015;4;4,0941016914507635;22
694;2015;4;3,4748248642417257;23
695;2015;4;4,882297946330778;24
696;2015;3;4,700597914270459;1
697;2015;3;5,66468043459464;2
698;2015;3;3,884563872599747;3
699;2015;3;5,46643296553986;4
700;2015;3;3,2790384114749496;5
701;2015;3;4,867849001225086;7
702;2015;3;5,063473816782213;6
703;2015;3;4,766712366729086;8
704;2015;3;4,166164102194515;9
705;2015;3;3,532724551201011;10
706;2015;3;2,9149322141427945;11
707;2015;3;4,245850575398008;12
708;2015;3;3,500160951021911;13
709;2015;3;5,634289050903693;14
710;2015;3;4,2299439848957405;15
711;2015;3;3,7368314562024914;16
712;2015;3;4,4218314129775615;17
713;2015;3;3,4810928203738825;18
714;2015;3;3,5027538715982556;19
715;2015;3;3,4806877443585873;20
716;2015;3;4,559895452402629;21
717;2015;3;3,911237321691457;22
718;2015;3;3,4777210569327157;23
719;2015;3;4,572318667230303;24
720;2015;2;4,463495663548014;1
721;2015;2;5,31214873823781;2
722;2015;2;3,6825082950385544;3
723;2015;2;5,194771414259476;4
724;2015;2;3,2165716474851154;5
725;2015;2;4,557937666200854;7
726;2015;2;4,847197637993736;6
727;2015;2;4,55056996750087;8
728;2015;2;3,7649156840276494;9
729;2015;2;3,4086788431460913;10
730;2015;2;2,8626566401062417;11
731;2015;2;4,001551396208129;12
732;2015;2;3,4997241088624933;13
733;2015;2;5,327562649676923;14
734;2015;2;4,059617737533036;15
735;2015;2;3,666734448621427;16
736;2015;2;4,218121645686839;17
737;2015;2;3,4789192890667078;18
738;2015;2;3,5027709531013613;19
739;2015;2;3,47332349743749;20
740;2015;2;4,303196181656382;21
741;2015;2;3,728811295360471;22
742;2015;2;3,4775158762886598;23
743;2015;2;4,306812767469965;24
744;2015;1;4,323803709346771;1
745;2015;1;4,999711683876372;2
746;2015;1;3,483603660962992;3
747;2015;1;4,899908797030372;4
748;2015;1;3,2131565777597957;5
749;2015;1;4,304279282006848;7
750;2015;1;4,628190221393157;6
751;2015;1;4,3467465057866335;8
752;2015;1;3,3811501123595504;9
753;2015;1;3,241902108598274;10
754;2015;1;2,8340995102178685;11
755;2015;1;3,7804021060364885;12
756;2015;1;3,499130670898351;13
757;2015;1;4,973004251321198;14
758;2015;1;3,9114916381985845;15
759;2015;1;3,585297088257377;16
760;2015;1;4,022777936163619;17
761;2015;1;3,4769891700932414;18
762;2015;1;3,5009942704654264;19
763;2015;1;3,474217030667377;20
764;2015;1;4,063283068408137;21
765;2015;1;3,571104125126239;22
766;2015;1;3,4538780857514078;23
767;2015;1;4,071078040242438;24
768;2014;4;4,198943508236657;1
769;2014;4;4,7817877112755625;2
770;2014;4;3,336005334797788;3
771;2014;4;3,977400363306085;4
772;2014;4;3,1746491581312557;5
773;2014;4;4,092903062184572;7
774;2014;4;3,8061123116725004;6
775;2014;4;3,8000517871100685;8
776;2014;4;3,023326617826618;9
777;2014;4;3,127642108190794;10
778;2014;4;2,754208730637699;11
779;2014;4;3,582023899524448;12
780;2014;4;3,498767768599914;13
781;2014;4;4,025619961413459;14
782;2014;4;3,850772582597391;15
783;2014;4;3,543129254254254;16
784;2014;4;3,862259431502549;17
785;2014;4;3,4752201692281126;18
786;2014;4;3,503621206358865;19
787;2014;4;3,3330261837139634;20
788;2014;4;3,780707860716513;21
789;2014;4;3,4582244726597287;22
790;2014;4;3,4747244698924056;23
791;2014;4;3,8606123102449525;24
792;2014;3;3,969046991173242;1
793;2014;3;4,437380943390075;2
794;2014;3;2,915176175040519;3
795;2014;3;3,461947812450996;4
796;2014;3;3,165741790763976;5
797;2014;3;3,6600622495599104;7
798;2014;3;3,410927776641118;6
799;2014;3;3,3996079417526825;8
800;2014;3;2,6562830152303833;9
801;2014;3;2,9307053902518616;10
802;2014;3;2,816519545748315;11
803;2014;3;3,095178784641488;12
804;2014;3;3,5028531768490665;13
805;2014;3;3,5775238575714927;14
806;2014;3;3,7429104879160966;15
807;2014;3;3,4799791702900404;16
808;2014;3;3,4109103624880306;17
809;2014;3;3,473725985590389;18
810;2014;3;3,503113190184049;19
811;2014;3;3,3073222601557406;20
812;2014;3;3,375592912249111;21
813;2014;3;3,0995465103889184;22
814;2014;3;3,470981711419659;23
815;2014;3;3,349897526769352;24
816;2014;2;3,851862760043666;1
817;2014;2;4,249991223638481;2
818;2014;2;2,915358424826804;3
819;2014;2;3,4206301023631998;4
820;2014;2;3,1564052528575886;5
821;2014;2;3,5567859606832632;7
822;2014;2;3,3669705989802563;6
823;2014;2;3,312400309974538;8
824;2014;2;2,6523512500000006;9
825;2014;2;2,7690316794782204;10
826;2014;2;2,684576055426866;11
827;2014;2;3,095153343388638;12
828;2014;2;3,503033182060705;13
829;2014;2;3,540023885712756;14
830;2014;2;3,6647043380451545;15
831;2014;2;3,4286257504445143;16
832;2014;2;3,391137751108792;17
833;2014;2;3,4724840645935795;18
834;2014;2;3,5041044810417468;19
835;2014;2;3,3181516601634393;20
836;2014;2;3,3116910410979234;21
837;2014;2;3,0697509211495944;22
838;2014;2;3,470095986812908;23
839;2014;2;3,34994476711167;24
840;2014;1;3,7331327999829305;1
841;2014;1;4,024081510870217;2
842;2014;1;2,8027344007923407;3
843;2014;1;3,2558373037444444;4
844;2014;1;3,1759166751464583;5
845;2014;1;3,3874045815248133;7
846;2014;1;3,2186250823491607;6
847;2014;1;3,1672900899827185;8
848;2014;1;2,5737292109196757;9
849;2014;1;2,690263349406857;10
850;2014;1;2,64721042446136;11
851;2014;1;2,964740372987079;12
852;2014;1;3,5026805565551156;13
853;2014;1;3,403126267679909;14
854;2014;1;3,5493016508254125;15
855;2014;1;3,353796318189495;16
856;2014;1;3,3009019792545207;17
857;2014;1;3,4691384597491712;18
858;2014;1;3,5028153221310823;19
859;2014;1;3,315991479820628;20
860;2014;1;3,1474068452786788;21
861;2014;1;2,9494717214992052;22
862;2014;1;3,446887937323564;23
863;2014;1;3,208341823551126;24
